S.No,Comments,Label
3389,shiva gari smile ki fidaamee anchoring super sirnenu macha cheppe answers kante meru iche smile ne chusthu undipoyanuyour voice your style of anchoring awaysome,non-hate
3390,macha ki boothulu vachu kani ladies mundu vaddu anta,non-hate
3391,macha songs em paadadu abaa,non-hate
3393,macha anna lo oka singer unnadubayataku rappinchandi bayyamacha anna oka famous singer avuthaaru,non-hate
3394,siva anna meeru great chala opikatho interview chesaru haatsaup anna meeru great anchor,non-hate
3395,cinemalo comedy kante edi picha comedy navvi navvi kadupu noppi vachindi really supper video supper interview elantivi inka cheyandiiiiii all the best,non-hate
3404,pedavallaku apadha vasthe ventene velli sahayam chese goppa leaders komatireddy brothers dammunna leader rajanna ma balam ma dhairyam ma pranam komatireddy brothers,non-hate
3410,manava rupamlo vunna devudu mana megastar,non-hate
3413,enti puri nuvvu entha knowledge gain chestavu,non-hate
3414,saami kadha kannaa venakaala nuvv cheppina vivarana baagundi,non-hate
3415,life lo okasri ina kalavli darling ninnu,non-hate
3416,jungle naa kodaka aa maatallo entha ardham undhandi,hate
3417,shiva anna nuvvu entha try chesina she didnt loose her confidence and attitude,non-hate
3419,nenu e stage raavadaniki karanam e stage vesinollaa,non-hate
3420,dhini chusathey chalu nadhi solla legisipothundhi,hate
3421,nuv mia khalifa na sarayu pedda figure needhi,hate
3422,sarayu ni mingalra,hate
3425,deendi lengthbreadthdepthboops baaguntundisundlu superb,hate
3426,pelli meeda naku chala dreams respect vundedhi itlanti interviews chusinappudalla pelli chesukokunda vundadame manchidi anipistundhi,non-hate
3431,very nice bjp ni tarimi dengandhi telangan nundi,hate
3432,sky kohili valle india semis ki vachindhi,non-hate
3434,​navuthunava potti noodles chalu ra e janmaki,non-hate
3443,pillala niyamtrana bharatku yento avasarammail or fimail yevarayinasare adhar aadharamga okka bidda matrame vundali,non-hate
3444,pellillu chesukoni padimandini kanakoodadujanabha yimka perigite yimti stalalu chalavu,non-hate
3445,aharapadardhalu chalavuprakruti kooda sahakarimchutaleduyidi sentral gavarnament chetilopani,non-hate
3446,pavan okkasariavakasamevvandi evvandiannadueste enkomoodupellilluchesukontad,non-hate
3447,babar azam gadu gobar gudda langa ha lanja meedha rape case vumdhi,hate
3448,pakistani fans meru erri pukulu ayyaru naku adhi challu,hate
3449,neevalla eekamukka kuda avvadu pavan babu velli shootings chesukovellu,non-hate
3450,sri chaitanya jl peddha jaffa galu modda galaku emi radhu malla buildup,hate
3451,maa jaganu attu kudda pikalarru miru motamu kalise vachinnaaalion is jaganu piges grop is babu pawanu lokesh,non-hate
3452,desanni janabha bharinumdi raximchamdi mahaprebhoyidimodigarike sadhyapadutumdi,non-hate
3453,yudi naavinnapamu matrame bhavishyatlo biddalu badhalu padakoodadane vudyesamuto navinnapamutappayite xaminchamani vinnapam,non-hate
3454,janabhaperegutunaruvupadheudhyogalukaruvevundhe,non-hate
3455,rajakeyaluhameluneraverakuntevepakchaluakadaprajaluneladheshthar,non-hate
3458,jagan anna ni gothu ela vuntahi ante notlo pasipoyi modda stuck ayitadhu vuntadhi,hate
3461,ekanth sindhe gadu lanjala koppa leader,hate
3462,bjp ki siggu saram lanja paruvu emi ledhu,hate
3464,shami vadu vadi erri puku fielding,hate
3465,vadini asla remove cheshi dengali cm nundhi,hate
3472,jagan ki alane gudda lo rod dimpali public,hate
3473,clarity lakunda vastha ela na vuntundhi,non-hate
3474,modi ki muslim galu eppudo pelechi dengutaru,hate
3476,eknath kicheppu tho dengali,hate
3482,sicogallu tho jagrthha,hate
3483,murkulani evaru emi cheyaleru,non-hate
3484,aadhoka party vadoka nayakuda villoka karyakarthalu,non-hate
3485,eippudu nuvvu yenta chesina janallaki vellina niku minus,hate
3486,sanka naaku ra papi ga chn dhi,hate
3491,ka paul ki pichi pettindhi modda vadu enti leadder,hate
3492,ekkada stop chesado akkade kottesthadu virat bhai ki telusu othidi ela thattukovalo,non-hate
3495,king ane vadu okkade untadu vadu ekkadunna kingee,non-hate
3496,king ekkada unna king ki eppudu nenu fan,non-hate
3539,venuka nundi baga pettinchukuntundi,hate
3540,veli metro station lo padeyandi,hate
3541,veediki inka pani em ledu anukunta bokkalo choreography,hate
3542,vadu dhenikey fill avadu rooo vadu em cheputhadoo adinikey nuvvu fill avalku,hate
3543,teeskelli railway station loo padeyandi,hate
3544,super metro lo job ochesinatte,hate
3545,sollu puka antha solluu,hate
3546,sadhuvu rakapothey kanisam mimic cheskuni edho oka railway station lo work cheyyochu,hate
3547,romance kuda cheyyandi siggu lekunda,hate
3549,reyy evvarra meeru antha,hate
3550,rey addamina vallani judges chesi papam shekar master value teesunnaru,hate
3551,ramu inner peeling night ki gunta tho dengulata ki set ipoyindi,hate
3552,ramakrishna garu thappa migilina chillara aedhavalni pettaru judje lu ga,hate
3553,ra nenu pedutha ekkada kavalante akkada,hate
3554,ra ne aka chaputho dangutha lana na kodaka,hate
3555,pora pilla puka,hate
3556,po ra rey po raa edhava sodhi ekkuvaipothundhi insta loo,hate
3557,pakkana una athanu car driver anukunta anduke face chupincha ledu dini malli lover ani cutting gu,hate
3559,nuv chance isthe vadu ni mokam midane kottesthade,hate
3560,nu rgv tho denginchukoo,hate
3561,ne expressions gudda ni dengaa ne patalu gudda ni denga,hate
3562,naku cheyadam chaala istam avarikaina,hate
3563,naa daggara ki raa chirigipoye dhaka chestha,hate
3564,mundu metro edavaligaa ap ki inko years inaa raadu,hate
3565,long drive ledu modda ledu normuskoni intlo saavu,hate
3566,lanjakodukulu speed ga cc bikes nadipe valaki extra insurance kattali,hate
3567,lanjakodukullara mellaga chusukoni pondi ra lanjakodukullara,hate
3568,lakshalu lakshalu fees lu dengina,hate
3569,kutha chimpi paara dengutha ani artem kcpd ante,hate
3570,kcpd mens kutha chnpi paddengutha,hate
3571,itlantivi cheppi hostels lo undevallani inka cheda dobbandi,hate
3572,ippudu ekkadiki poindi ra telugu bhasha mida unna mi abhimanam,hate
3573,ammai ni pattukoni kavalissindhi konuko ani anta vurukuntunda,hate
3574,inka aapuuuuuu,hate
3575,idhi language class aa leda mimicry artist class aa,hate
3576,good mama tisukeli railway station lo padeyandi,hate
3577,entha show dengutunnaro telsa nvu vadu chustunna chala over iendi kg skin ledhu body lo endukey neku thonda mokam dhana,hate
3578,entandi pusukunna antha pedha mata anesav,hate
3579,english nerpistunatu ledu english ni mimicry cheyadam nerpistunatu undhi,hate
3580,e vedio chusi nenu chesukovaalsi vastundi inkaa chaalu,hate
3581,diniki antha bulid up enduku,hate
3582,bro vere yavaru doraka ledha ee pandi mokamdi dorikindha,hate
3583,bodudu super,hate
3585,atleast akkadaina vudyogam vacchindichaala mandiki adi sampadinche scene ledu le bro,hate
3587,arey evadi ucha tagutav ra eppudu chethila oka modda pattukunoi untav,hate
3588,ap lo road la ki aa dikku ledh malla metro endhi mawa,hate
3589,ap lo jagan anna debbaki metro ledhu le bro,hate
3590,antha fake ey solu galu baga ekuva ayaru,hate
3591,ante ithanu ne ex annamata,hate
3592,ammayila paruvu theesindhi,hate
3593,adi sigrate taguthundhi observe chesara,hate
3594,adi hukka ra bookaahhh reddy,hate
3595,adhi flatform kaadhu platform,hate
3596,adara dengings inka aa roju nyt,hate
3597,aaku puuku theliyandhi kuda judge aipoindhi,hate
3598,aaa cheera etthi guddalo pettara be nee mogga ni,hate
3599,aa teskelli railway station counter lo padeyandi,hate
3600,aaku puuku theliyandhi kuda judge aipoindhi,hate
3601,kutha chimpi para dengavu ani ardam,hate
3602,dhinni evadu ra judge chesindiasalumanchi matale ravu dhiniki,hate
3604,kutha chinchi pari dengutham,hate
3605,kutha chilchhii pagaal dhangaav aani ardam,hate
3606,arupulu ekkuva jadgement thakkuva,hate
3607,kuthaa chinchi padi dengav raa,hate
3608,lanja laga show lo vunnadhi ani commen scence kuda ledhu,hate
3609,eema em peekindhi ra judge la pettaru,hate
3611,keka pettinchi denginav,hate
3612,dhanikki kutha gilla mammulaga lehdu ra show na adhi,hate
3613,villu villa mohaniki judge chillara vedavalu,hate
3614,chillar dani avadra judge chesindi bosidike,hate
3615,west mokalu motham judge laa,hate
3616,kutha simpi para debgav,hate
3617,dance raani dhanni dance judge ga pettaru,hate
3618,kutta chinchi para dengutaam,hate
3619,kutha chimpi pardengutha ninnu varshini,hate
3620,nethooo annisarlu chesavu ani aduguuuu,hate
3621,nee matalu thappa em chesedhi lefhu,hate
3622,arey drama rao apura ne sollu,hate
3624,arey ni bondha ra chetha na kodaka,hate
3626,mee mother kuda inkokariki aunty a raa chetta dikkumalina pata,hate
3627,correct army green ani buildup ichi amoled green vesukunnaru,hate
3628,evadu vachina game aadedhi cash kosamey erripappalu iyyedhi manamey,hate
3629,evaru erripapalu avutaru lo choodam lee,hate
3630,kallu kakulu ethukoni poayayijaganbros,hate
3631,yarri puvvu aeeyadu ga nani… nani anna yaeee,hate
3632,sontha peru meda registration chey leka piyadu,hate
3633,re charge ayepothe ela ra google open avrhundu,hate
3634,arey ho sullaiga net ldhu kdha etla open ithdhi rah pukaa,hate
3635,net i pothe google lo ela search chestav ra bevakoof,hate
3636,recharge aipothey data ela vastadhi ra erri puka,hate
3637,arey badcaw recharge iypothe data ala osthundhr rah,hate
3638,orey search cheyalante balance undali kad ara,hate
3639,rey verri pushpam recharge khaali ayyaka browser yela work avuthundira,hate
3640,net balance lekunda google ala cheyali ra lukka,hate
3641,ne bathukula sulli net nenu dengina vadu esthada recharge aipothe,hate
3642,veelu chesadi gymnastics malla vale dhani dance anukuntaru,hate
3643,arey sully chikku ra andharridhi interest life untadhi pichi lanja,hate
3645,bidda evaroo erripuka la unnadu,hate
3646,frist vaani bayattaku dhegemanu,hate
3647,veedu veeni peekudu matalu vinni intarvu moddagallu,hate
3649,chaduvukuntunna pillalni cheda dengey la unnadu vedu bsdk,hate
3650,prathi lucha gaadu na istam ani cheppi opinion cheppatame,hate
3651,nuvvo moddaganivi andhuke aapesnav,hate
3652,valaki kadhu mundhu alantolani interview chestuna villaki pagalali,hate
3653,evadra erri puukodu vaadu duplicate gild eskuni show dhenguthunnadu,hate
3654,arey pilla bacha nayala niku chaduvu abbaledhu ani chepu direct ga sodhi enduku dengutav,hate
3655,are kojja yeshalu api dad mom ni chudukondiraa,hate
3656,endhuku ante vallu chetha lanchodukulu bro,hate
3657,are lanjoduka eko saru video theyaki raa lajodka,hate
3660,em tesukovali na bokkala padda innerwear tappa time bokkalo show,hate
3661,ila suitcaselu petti mosam cheyatam kanna afrer results vachaka prize money la petti untey best ga endhuko ee mosalu,hate
3662,marea srihan pakkana moddagudvala,hate
3663,siggu undali andhariki chepadanki thisko ani,hate
3664,yendhuku navuthunav ra yadhava sachinoda,hate
3666,veeni cm ananaloo leka pothey vp analoo artham kavadam ledhu,hate
3669,em paata ra edhi nee mokam lage vundh,hate
3670,vast gada eda pora ne voice vanta mantal vastanda,hate
3671,asala eamyna rhyming unda,hate
3672,nuvvu nee lanja voice pukulo dance chii,hate
3673,chillar chillar mokalani teskochi famous chestunaru,hate
3675,edo bajaru lanja edi di ni action,hate
3676,venakala bord enti meeru vese boku vesalu enti thuu q,hate
3678,idi rtc conducter ha leka inka bustand lo emaina chesinda,hate
3679,ne mokam susthe leshe modda kuda muska pothundhi,hate
3680,thengu kaani athi thengaaku love dalo dancer,hate
3681,denni enduku asal famous chesaru enta chillar di,hate
3682,orey idi rtc conductor na recording dancer na,hate
3683,baga over chesthunnav elane chesthe thondharaga pothav,hate
3684,dani matala vintene ardhamavuthundhi idhi road side lights vesedani,hate
3688,gee bajaru chillara dhaniki baga hype icharu kadha ra thu,hate
3689,dheeni chusinappude artham ayindhi idhi tractor la meedha dance vesedanila undhi,hate
3690,na modda la expressions,hate
3692,puku badhalaipodhi lanja dhana,hate
3693,edi lanja kabate ela janalanu chedakodutundi,hate
3696,galeez mokalani famous chesaru kadara,hate
3697,ela lani veshalu vesedanni tesukochi tv lo pettaru,hate
3698,deeniki k kovvu baga perigindi,hate
3699,nuv dancer va chiii sigguledhu neku,hate
3700,dhini gudha pandhulu kukkalu gulliyya,hate
3701,ha bokkaley chivaridaka vuntey appudu cheppu,hate
3702,arey vaadu paata padtunnada leka padyam oppacheptunada,hate
3703,vadi puku chinthapandu cheyali,hate
3704,ma campus ee bro lanjoduku,hate
3705,gudha paguldegale,hate
3706,ellati guruvu kanni boka lo aiyali,hate
3707,nene aythe ada narukutha vadu guruva,hate
3708,guddha pagaladhenali lonjakodikini,hate
3709,online loo phone book chesthe ipoedhi gaa,non-hate
3710,nduk bro holidays manam thiskuntam ka elago,non-hate
3711,𝐦𝐚𝐧𝐚𝐦 𝐜𝐨𝐫𝐫𝐞𝐜𝐭𝐠𝐚 𝐯𝐞𝐥𝐭𝐡𝐮𝐧𝐧𝐚 𝐩𝐚𝐤𝐤𝐚𝐧𝐚 𝐯𝐚𝐜𝐡𝐞𝐯𝐚𝐫𝐢 𝐯𝐚𝐥𝐥𝐚 𝐯𝐚𝐜𝐡𝐞 𝐩𝐫𝐛𝐥𝐦𝐬 𝐢𝐯𝐚𝐧𝐧𝐢,non-hate
3804,wowh acting vere level boss adaragottaru bhalega undi,non-hate
3805,west godavari lo adii jarigindhi,non-hate
3806,venakala unnonni adugu cheptadu,non-hate
3807,vadu ninnu kl university lo chusi undadu andhuke ala annadu,non-hate
3808,vaddu bangaram nuvvu happy ga vundali,non-hate
3809,vaadu feel avvadu vaadi answer ki nuv avthav,non-hate
3810,turning thisukuna vadihi,non-hate
3811,thanu hug theesukone style lo kuda friendlyness undi thappa lust ledhu,non-hate
3812,supper akka chaala cute ga vunnaru,non-hate
3813,super concept inka music chala bagundhi short film kuda chala bagundhi,non-hate
3814,super bro antha ina mana ongole valu super bro,non-hate
3815,super bro ne channel stime chustunna super video e content meda akkuva videos chey bro channel no avutundi,non-hate
3816,srikakulam busstand lo ee ammai ki posting iyyandi amma,non-hate
3817,sorry bro maku antha adrustam ledu,non-hate
3818,sir me jantta chala bagunttadhi sir eppudu meru elage happy ga unddali sir nenu meku chala pedha fn nnni,non-hate
3821,ra nenu pedatanu neku,non-hate
3822,pulsar bike ramana em ayyipothaduu sisuu mari,non-hate
3823,paristhithulu maree intha pagabattesayenti,non-hate
3824,papam bhayya babi ki potta abbam ga vundhi,non-hate
3825,ongole pace college batch madhi,non-hate
3826,oka vela aa horn vinipinchakapothe,non-hate
3827,oka station nunchi inko station varaku nonstop horn kodithe appudu m ani artam cheskovali,non-hate
3828,oka sari aa abbai yavaru chapadi madam garu,non-hate
3829,oh thammudu mastu cheppinav,non-hate
3830,nve adiginanduku vadu feel avvadu vadu icchina answering nvu feel avuthavv,non-hate
3831,nuvvu pedathav ani anukuna darling,non-hate
3832,nu track medha untey enni sarlu horn kottidhi,non-hate
3833,nenu prathi sari anthe days deeksha ayyina mala theeyali anipinchadu enduko,non-hate
3834,modda gudu aithyy,hate
3835,anthey dhonga mundalu alane chestharu only money chustharu,hate
3836,ardham padham lenivi endhuku thistharu chi mi brathuku chada,hate
3837,vadu bochu kuda ledu pk laga…miru mi lawdalo overaction,hate
3838,vedu avvadu ra child artist aaaaa antha over action minguthunnadu,hate
3839,edo nijam ga vachunattu enduku over action bengutaru,hate
3840,monal enduku niku antha over action ha,hate
3841,ee over action ke sankaa naakadu kada ayinaa buddi raa ledu,hate
3842,nijame lanjalara ammavadipuku degichukoniki thisukunara,hate
3843,vadi modda guudu,hate
3844,adi aunty na leka gay na,hate
3845,chance esti champidengala vunnadu aunty ne,hate
3846,nee goddha bahundhi nannu estava,hate
3847,𝙋𝙪𝙠𝙪 𝙙𝙖𝙣𝙜𝙞𝙩𝙝𝙝𝙖,hate
3849,povee pukuu mundaa,hate
3850,pakkaki dengey annadu,hate
3851,sorry nuvu daniki panikirav,hate
3853,donga naa kodukulu madhyalo students naligipotunnaru,hate
3855,bokkkaaa la vundiyedooo anukoni youtube lo velli mari chussaaa,hate
3856,arey ni bondha ra chetha na kodaka,hate
3858,ycp gunda na kodakalara randra chuskundham,hate
3859,dhini show antara kojja maatalu thapa,hate
3863,niku yevadu ra cheyyamannadu,hate
3866,bhaanu ki antha scene leadhu ooh navesthundhii,hate
3867,adhi kothilane untadhi enka action lu,hate
3868,over action apandi raa babu,hate
3870,bhanu full overaction nike antha set kadhuu leee,hate
3876,bokkalo show emanna ante family show anta,hate
3877,adhi ni chellini pakkana pettukoni chusthavara e show family show ga chillra lanjodkalara,hate
3880,naa moddala show chesthunnaru,hate
3881,erripuku matalu baga matladathavu ra adhi nuvvu,hate
3883,areyy sigu undhi ah ra miku thuu worest fellows,hate
3885,ee rashmi ki roju rojuki dhebbalu gattigaane gudhuthunnaru,hate
3886,are meru marara dappukottu kovam,hate
3887,arey evaru ra meru antha thu m manashulu ra meru edhi comedy show na inka em ayna show na,hate
3888,lanja la kompa yemo edi na lavda la joka edi,hate
3891,aslu em show lu ra mei west gaa me vala socity agam patisunaru chatha gaa,hate
3893,adhi show na lanjala kompana,hate
3894,over action apandra,hate
3895,meeru mi over action apandra babu,hate
3896,papam erry flower ayipoindu,hate
3897,karuvulo vunadu,hate
3898,ammai ni pattukoni kavalissindhi konuko ani anta vurukuntunda,hate
3899,pichi lanjodkulak phone vadadam raadu,hate
3900,valla dhagara bochu vunttundi,hate
3901,gudha loo kotaka malli interview okatii,hate
3903,antha energy guddhalo nundi vastundi,hate
3905,daily kottukunte energy vachidhi,hate
3910,rey miku em pani paata vundadha mundhu polavaram projectroadsjobs notification gurinchi alochinchandi ra,hate
3914,janalaku asha chupi calls marananiki karànam,hate
3915,motthaniki tdp vari sabhalu yamapuriki dwaralu,hate
3916,vallu bagane vunnaru meru nashanam,hate
3917,padavi kosam penta ina tintadu,hate
3920,kapu udhyaamam lo train tho modalapettav naasanam chesesav ra,hate
3924,tdp ki idem karma ra,hate
3926,sadist gadu ruling,hate
3930,appude amindi mundundi musallapanda chudu ra,hate
3932,enduku raa eapudu godavalu padtharu meru tha show chesinanaa loudaaaa,hate
3933,ary west lanjakodukularaa,hate
3935,oreyy babu inni rojulu prasantham ga unnam nu malli vachava chii neee edhava,hate
3937,love cheste chey ra andharaki chapala nu,hate
3938,kamam thagginchuko ra,hate
3939,podhune bevars gaallekkuvayyaru,hate
3940,ni over action chalu ra babu,hate
3941,over action varsha camera visual kosam,hate
3945,meku pedha badha ayipoyindi kadhe,hate
3952,maatalu jagratha rooja alaga janam kodukulu antunnavv mari antha gb voddu,hate
3954,sollaapu saroja,hate
3961,danidi nora laka cheta buta,hate
3982,roja chala goranga ayipothundh,hate
3984,telugu rastrala nayakulu matlade matalaku pichilestundi,hate
3986,roja lanjdonga mund,hate
