S.No,Comments,Label
HATE_3651,jd garu mee lanti genuine persons pavan gariki support ga unte baguntundi sir,non-hate
HATE_3652,​bjp tho kalistey i will vote for pawan anna,non-hate
HATE_3653,​mana ap lo kula partyle gelustai manaki aiggu ledu kabati bjp ni ranivam manaki kulam important,hate
HATE_3657,hope yashoda will be a very good comeback for samantha garu to the mainstream,non-hate
HATE_3658,samantha script selection lo acting scope roles choose cheskuntundi,non-hate
HATE_3660,samantha acting and fights excellent and superb ga undhi second half e superb,non-hate
HATE_3661,movie block boster andaru chudandi sam acting,non-hate
HATE_3662,samantha acting matram ichipadesindhi thrill chestadhi second half fantastic anthe,non-hate
HATE_3672,pakkana una ammai chala baga chasthudh,non-hate
HATE_3673,gorgeous bebamma,non-hate
HATE_3697,devuda intha hight undi ee ratham,non-hate
HATE_3698,om sri paarvatipatayee hara hara mahadeva shambho shankara om namaha shivaya,non-hate
HATE_3699,prabhas ki super jodiarabian bread vastundi,non-hate
HATE_3700,really anuska mam mee ku naa brother biggest fan,non-hate
HATE_3728,kgs rice bag ni pyna chesukoni cheste super ga vuntaadi,hate
HATE_3733,ee momment ki nizam gaa aricham,non-hate
HATE_3736,kriti garu miru na favourite heroine,non-hate
HATE_3752,dhani pandhi moham chusi shock avuthada,hate
HATE_3761,mana account lo amount unte adi digital rupee kada,non-hate
HATE_3766,avunu yers taravatha avakasam vachindhi matladaniki prajala kosam mila kallu pattukovadaniki kadhu,non-hate
HATE_3767,​nanu ok karya karta ga chaputunnu anna e sari matram pakka power star cm jai janasena srikakulam,non-hate
HATE_3768,​mana alochana mana mundhu unna tarala bavisathu mana mida adhara padi undhi,non-hate
HATE_3769,​okari mida estam too alochinchakandi okari mida dweasam too kuda alochinchakandi,non-hate
HATE_3770,okati yeppudu yevarini takkuva chesi matladakudadhu prethi okkaru prjalake pani cheyyali kabatti vallu yentha varuku pani chestunnaru ani alochinchiste manchidhi,non-hate
HATE_3771,​a bayam unte villu paripala tinnaga cheste sari ponu,hate
HATE_3772,​political fit kakapothe bayapadatam endukandi,hate
HATE_3801,deeni ki samma ga vundi,hate
HATE_3832,intha chinna vayasulo mimmalni kolpovadam chala sad anna,non-hate
HATE_3834,vera level sir,non-hate
HATE_3841,gattiga plan chesav gopichand mama,non-hate
HATE_3849,family mottam beautiful ga vunaaru,non-hate
HATE_3855,vidiki emina teliste kada em undo chepadaniki pm ki chetulu kattukoni kurcho ra,hate
HATE_3859,nduku puttav ra babu nuv andhra pradesh lo maa karma,hate
HATE_3860,abhaa yenni rojulu ayyindhi ilaa chosi idharini,non-hate
HATE_3861,mali denthonoo penta petesadu,non-hate
HATE_3864,blockbuster song ni entha direct ga copy kotteaav ga thaman ga,hate
HATE_3865,ayyo rama idhenna dance adhuku mela keerthi ya paaka mudiala looks weird,hate
HATE_3866,nivedha gurinchi matladam marichipoyi thanni chusi gurthukochi mike kosam vethukaduaa time lodhaniki kullutharendhira,non-hate
HATE_3867,pavan kalyan antey oka power oka dairyam,non-hate
HATE_3869,abba pk anna ventane photo digudhamu ani ante nivedha akka expression chudali️ jai pspk,non-hate
HATE_3870,nivedita eyes lo anandam choodandi great everest ekkinantha anandam,non-hate
HATE_3872,nivetha konni interviews lo aa time lo rajinikanth garithi movie chestunna idem peddha movie kanattu matladindhishe was not greatful to act in pspks movie,non-hate
HATE_3873,pspk vachi photo dhigudham antey aa excitement ey veru adhi clear ga nivetha face lo kanipisthunadhi,non-hate
HATE_3874,veedu dinni kuda vadili vundadu,hate
HATE_3876,akariki netho cenema thisina valani kuda vadaladam ledu antha pachipoye edusthunadu yedava,hate
HATE_3879,akka jagarthaa aaa pawala gadi tho room loki lakkoni veltaduuu,hate
HATE_3880,cheyi vadhalara kama pisachi,hate
HATE_3882,ladies over action chesthunnaru,hate
HATE_3883,pattinava papa industry lo ipude lesthudi ra chi marav ra,hate
HATE_3886,cheyi vadulu raa babu peli cheskuntava emi,hate
HATE_3887,sir nani koncham feel avvuthunaru sir,non-hate
HATE_3889,​avado rasindhi sadavadam appudu manathavo appudu bagupadathav,hate
HATE_3890,​ap state nu sarwa nasanam chesaru,hate
HATE_3891,ycp paytm batch vachhindi,hate
HATE_3892,zilla ko airport kadaruga inka roads ala vunte enti,hate
HATE_3893,sakshilo anni migurinchi rasuko,hate
HATE_3894,adige dhammu manà jail reddy ki ledu,hate
HATE_3896,​asalu districts okkati capital ayethe godava vundadu,non-hate
HATE_3897,veedu am pikaledu ani telusu,hate
HATE_3899,​okadaniki dhikku ledhu veddi mokana anta aha aha,hate
HATE_3901,sampu ravali palana marali,hate
HATE_3903,telangana andhra pradesh me b j p ki sarkar banna na mumkin hai ye yad rakho,hate
HATE_3905,cinema vundi bayya…… jivitham lo malli movies choodakoodadu ane feeling vacchindi,hate
HATE_3906,heroine kante ekkuva feel avutundi ga pilli mokham de antha scene a ledu ani teliyadu daaniki,hate
HATE_3908,andariki nidrostundi observe clearly,hate
HATE_3912,deepika cat feeling ammababoi nenu kudaa heroine ayipoyaa camera manalnee focus chestunayi chudanatee buildup iddam,hate
HATE_3913,cmr central lo movie promote chestey baguntadi weekends saturday or sunday movie blockbuster pakka,non-hate
HATE_3914,edi padite adi teeyadam janaalanu cash chesukovadam,hate
HATE_3915,sudheer garu na presna pedha pedha star la ke e bild up undadhu nuv chala chestunav nee kanna get up srinu baga chestaru srinu annake big screen ki face ki correct bagutundhi,hate
HATE_3916,rashmi tho kalisi oka manchi love story movie theeyi sudheer anna,non-hate
HATE_3917,deepika kanna rashmi ye baguntundi,hate
HATE_3918,abba meeru em handsome anna abba i love you sudheer bro,non-hate
HATE_3945,anna yentanna edhi nenu yeppudu chudalee,hate
HATE_3955,batch loo vedu okkadu ycp party loo,hate
HATE_3961,mari atluntadhi krithi brm thoni andham ante minimam atta,non-hate
HATE_3964,caselu unnapudu kallu pattukovali leka pothey cbi vaalu jail lo vestharu,hate
HATE_3965,expresion em vundavu anntiki same expressions,non-hate
HATE_3966,ayyo anuksha seeti kikrthi setti ki shoulder down undhi,hate
HATE_3971,antha perfect ga ayithae raledhu but try chesaru kadha thats more important,hate
HATE_3987,akka neee voice la edo magic music undiii,non-hate
HATE_3990,dress bavundi kaani phone poyindi,non-hate
HATE_3991,dress ni chusukunnatuga kasta phone ni kuda chuskovali kada amma,non-hate
HATE_3995,helping nature kuda vundaali apude manishiki viluva,non-hate
HATE_4052,arey edi ammai kadura anti,hate
HATE_4056,next generation chala strong ga prepare chesthunnaru,non-hate
HATE_4058,enni saarulu chusina chudalanipistu vundhi,non-hate
HATE_4062,siri kosam vachenappudu srihan ni chala manchodu anukunnam,hate
HATE_4068,pinky ki entha kopam vachi vuntundhoo papam,non-hate
HATE_4069,anna pinky akka kada ne jodi were is pinky akka,non-hate
HATE_4078,annayya undi kuda miss avuthunnavaru,non-hate
HATE_4079,shekar master appatlo sadha garitho dhee lo dance chesevaru,non-hate
HATE_4083,atleast thana age ki thana carrier set ayyindhii,non-hate
HATE_4084,elanti song vesina ade oke expression papa malli dhaniki karuvu batch,hate
HATE_4099,inthamandi abhmaninchali ante entha adrushtam chesuko undali,non-hate
HATE_4105,starting lo full cover aiye vesedi dresses rating kosam ippudu air free,hate
HATE_4134,e rojullo ela chetta dress lu dancelu vesi paruvu theyyakamdi mam,hate
HATE_4152,hit kodithe kadhu madam valla tho padukunte offers vasthai vallaku,hate
HATE_4153,exposing dose penchhite offer lu vasaty,hate
HATE_4155,frank ga cheppalante evari personal life valladi meru chesthundi enti mari peruki pedda news channels avasaramayina news vadilesi sodhi news lu cheppatleapudu mimmalni alage anali ga enta sepu cinema valla personals lo leda social media peru cheppi netizenlu troll chesthunaru anatam controversy lani pani kattukuni crete cheytamila sodhi news ee kani paniki vachevi epudyna cheppara ra scrap media channels,hate
HATE_4156,nee bonda pelli ayyaka vidipovatam kante munde vidipovatam manchidi nuvvu nee dikkumaalina news,hate
HATE_4175,meru super mee matala chala chala navu vastundi sir,non-hate
HATE_4176,director ga kante camedian ga akkuvaga navvistunnaru super,non-hate
HATE_4185,vaadi face enti ala aypothundi chiraku ga,hate
HATE_4186,janaalu navutunaru nani asalu siggu eggu lekunda elaa support cheskuntunnav,hate
HATE_4187,ree babu nani ga neku eaduku ra avasaram vajaya sai chappali ha visayam nevu eaduku neku avasaram eamiti,hate
HATE_4188,veedu bhutulu vedava,hate
HATE_4189,hours tdp adhi chesindhi janasena idhi chesindhi ysrcp em peekindhi raaaaa lafoot all fraud all kabja all fake ysrcp life lo malli gelavadhu…,hate
HATE_4190,yerri paapalam manam samanya prajalu,hate
HATE_4191,meeru gopi goda meeda pilli anna maata edava,hate
HATE_4192,party paranga vaduu godameeda pilli laga kuda vaddu ra howla,hate
HATE_4193,no broker raa nuvvu,hate
HATE_4194,ithea meeru yemi chei leru ani opukunaru santosam ithea meeru cheappe sollu ennalu vinnandhuku memu sannasulam kaani memu lo maa vote tho cheigalam,hate
HATE_4195,dasamagram datha puthrudu gali pavan puka ga namakaranam cheyyadi,hate
HATE_4196,elagaina vastadu mee dhulaa thirustadu,hate
HATE_4197,induke mimmalni ycheepi chavata sannasulu andi,hate
HATE_4198,mere brathukulu inthey eka nasanayam aaipotai,hate
HATE_4199,miru theda ga kanipisthunnaru,hate
HATE_4200,ycheepi goondalaki bhayam start ayyindi edavalu ki,hate
HATE_4202,maku commen sense undaa banda edava anni ardam avthunai miku ardam avudi election ina tharwatha,hate
HATE_4203,e andhra thanos and paytm batch picheakki elanti panulu cheastunarru poea kalamm dagera padindi,hate
HATE_4204,shooting leka mind dobbindi court should consider this issue if students take him as inspiration then what will happen is it correct pls consider it,hate
HATE_4205,hello paytm s meeeku okkadi paguluddi,hate
HATE_4206,konderri puk channel la unde,hate
HATE_4208,ayya ikkadiki vochi rs tiskuni moragandi inka,hate
HATE_4209,pora neeeeeee nekanna pedha vunmadhi vuntara ambati,hate
HATE_4211,elangana prabhuthvam andhuna point kalyan vaadi amma ni dhengina prabhuthvam kadha no doubt,hate
HATE_4212,car top medhega kurchuni vachindhi mee araganta auntymedha kurchuni kaadhu ga me fans tega feel aypothu support chestnaaru manchi aatagaadivey,hate
HATE_4214,meeru ilaage sakshi munde vuntaaru okasari bayatiki velthe nee bathuku yento prajalu telustaaaru velli chudu,hate
HATE_4215,pichi pattinattundi peekey ki a p arachekam jaragabothundhi ani anipistundhi naku,hate
HATE_4216,vaadi puttuka lopam,hate
HATE_4217,ee gali gadu ugipotunnaducinma shooting anukunnademo,hate
HATE_4219,konchum theda kadu chala theda after elections paise direct flight to moscow russia to become president of russia package changed from rs cr to rs cr,hate
HATE_4220,pichi kukka tho pillasainiks jai paytm pillasainiks,hate
HATE_4221,siguu vundali mokaniki laa,hate
HATE_4222,siggu undali ra,hate
HATE_4223,nuvvu vastavu em matladathavo nekay theledhu tedha ga,hate
HATE_4224,neevi pichi kekalu,hate
HATE_4225,nuv pani cheira babu mundu eppudu vere malla meda padi edustav,hate
HATE_4226,babu aambotu ramubabu garu maru matladevi enti ainaa meekanna unmadulu evarunnaru netho padhi mandi daka untaru malli chupinchu antaru enti,hate
HATE_4227,sir paapam taagivachaduthagubhothoduvadhileyandi sirsir ma galli lo oka drinker same to same pk laagane vunttaduvaadu vaadi cuttingthu,hate
HATE_4228,pawala pichi kukkabiscuits kosam vachindoiiii,hate
HATE_4229,nuv matladina waste ra,hate
HATE_4230,nikanna kukkaha leru,hate
HATE_4231,apara thagubothu abbati,hate
HATE_4232,sulli ra,hate
HATE_4233,nuve tedaga mataladutunav,hate
HATE_4234,babu o rambabu nuve sa naki pothuv babu,hate
HATE_4236,mee maata tiru chala baguntadi si,non-hate
HATE_4240,atla vuntadi mala manathoni mamula undadhu,non-hate
HATE_4247,entha cute couple abbaa,non-hate
HATE_4248,akkka this is just na birthday akka ninna and this video makes me laugh little harder u guys are best,non-hate
HATE_4249,meeru nijamga made for each other asalu mi vlogs vammo navvi navvi na kallalo nunchi water ochesindhi hope you will do more and more videos,non-hate
HATE_4250,geethu first navu over action vadu ok ah pubic ke over action vadu ok navu koda same,hate
HATE_4251,peetha … idoka lavada lo buildup,hate
HATE_4253,geethakka performance matram apadam ledhu gamental di,hate
HATE_4254,geethu ki correct mogudu shiva dimma thirigindi geethu ki,hate
HATE_4258,geethu ni frist eleminate cheyyandi mari ante mari chesthundhi edhi pedha over action toy aeindhi ra babu,hate
HATE_4259,satya over action ekuva aindhi arjun paina papam vadi affection kuda content laga thisukundhi,hate
HATE_4260,ammai maya la padithy ela madhyala out aavtham papam bali aaipoyadu pilla puku gadu,hate
HATE_4261,mustache kosam wait chesi untaduinni rojulu ee video cheyadanikienthaina ne dedication ki hats off bro,non-hate
HATE_4267,england match gelichindi viratsky and hardik hrudayalu gelicharu anthe,non-hate
HATE_4268,ipl ki best mana palyers international matches enduku waste,hate
HATE_4269,kanisam okka wicket kooda teeyaledu waste galu,hate
HATE_4279,anna mee spandhana bagundhi,non-hate
HATE_4280,rashmikaanteasalu chiraku naaku,hate
HATE_4282,saami kadha kannaa venakaala nuvv cheppina vivarana baagundi…,non-hate
HATE_4284,rgv effect valla puri cinemalu anni dobbayi,hate
HATE_4285,vadu donga nuuv yadava,hate
HATE_4286,psycho pastor vadulu,hate
HATE_4287,rgv tharuvathe evarainargv is greater than rajamouli or anyone else,non-hate
HATE_4288,vine vallani batti cheppochu rgv ki entha respect istharo vallu,non-hate
HATE_4289,swaami nee attitude ardham chesukune maturity ee world ki inka raledhumay be after years we may get that maturity really you are amazing…,non-hate
HATE_4290,ne failures ni kuda honest ga accept chesthav andhuke nuv greatnormal human being ki adhi kudharadhu,non-hate
HATE_4291,meeru nijanga great sir rgv is very great,non-hate
HATE_4292,upendra cinema lo hero character rgv real character same to same,non-hate
HATE_4293,pakka salaar release sep key prashant neel ss rajamouli rrr key bayapadaley viniki bayapadutada na lowda,hate
HATE_4301,sound thaginchi chudala thu dinamma yemundhira dintlo lanja la undi,hate
HATE_4303,koja valla number untyy send me,hate
HATE_4307,number cheppakunda recharge super ga chesav,non-hate
HATE_4308,nuvu nijangane pichodivi,hate
HATE_4312,prathi scene prathi shot u mind pothundhi amma baboy awesome script selection,non-hate
HATE_4316,annaaaa navvii navvvii stomach pain vachindhi,non-hate
HATE_4317,chala bagundhi anna,non-hate
HATE_4320,veedu em chestunadu ra ante i want to understand his state of mind kantlo neellochinay navvi navvi devudaa,non-hate
HATE_4327,madya madyalo aha sound vere levelee aunty ekkada dorikindi bro vadaletlduga gap ekkuvindi bro,non-hate
HATE_4328,vaanchi padidhengu broo,hate
HATE_4330,enni rojulu ayindi anna ne video chusi,non-hate
HATE_4333,return lo bocha nuvvu theeskoni unte super laughter vachedhi bro,non-hate
HATE_4337,mind blowannaekumbaga chesaru acting iddaru super anuko annnaaa,non-hate
HATE_4339,chaala disappointed mood lo intiki vacha bro mind antha free aipoindhi,non-hate
HATE_4342,atlunttadhi palanadu thitlantte sarrigga deggutam,hate
HATE_4343,na ears lonundi blood leak ayindhi lanjalu kompa lo dialogue vini,hate
HATE_4346,dengav ga video,hate
HATE_4347,ninnu dengestanu,hate
HATE_4348,telugu industry na modda kudavandi ra,hate
HATE_4353,kindha midha upu doctor samaram sir thopu,non-hate
HATE_4355,meeru ee subject lo god sir maaku ee subject lo meeru cheppinantha correct clear solution evaru leru,non-hate
HATE_4356,kani ekkuva cheste alasata weakness body peragaka povadam teenage lo tarvata kuda face paina gaddalu pimples ravadam nijambetter keep it twothree times a weekget busy and focus on your studies and career guys,non-hate
HATE_4359,living legend sir miru,non-hate
HATE_4364,varicocel gurinchi explain cheyandi madam,non-hate
HATE_4365,man vericocile vunnavallaki kuda count peruguthunda,non-hate
HATE_4367,mammalni eppatnundo motivate chesthune untunnav brobaguntavmaa andhari aasisulu theesukuni chala baguntav,non-hate
HATE_4370,clear ga explain chestaru chala manchiga artham avuthundi,non-hate
HATE_4375,mundhu veeni interview chesthunna channel vallani thannali,hate
HATE_4376,mentel gadini tesuku vachi kurcho pettukunnaru enti anker garu,hate
HATE_4377,krittika garu vadine chepu tho kothandi live lo,hate
HATE_4378,intha pichi ekkada chudaledu,hate
HATE_4379,yeediki prathi kshnam third degree pettali yee sollu poyenthavaraku,hate
HATE_4380,vacharuu thikdhi thikkoduu,hate
HATE_4381,veedemma veedi lssge waste dhi,hate
HATE_4382,picchodini interview endhuku chesthunnaru may be trp kosama,hate
HATE_4387,very funny tirupathi language yaasa dimpaadu he has very good natural making sense of humour hope to see him soon in jabardast,non-hate
HATE_4389,shiva gari smile ki fidaamee anchoring super sirnenu macha cheppe answers kante meru iche smile ne chusthu undipoyanuyour voice your style of anchoring awaysome,non-hate
HATE_4390,macha ki boothulu vachu kani ladies mundu vaddu anta,non-hate
HATE_4391,macha songs em paadadu abaa,non-hate
HATE_4393,macha anna lo oka singer unnadubayataku rappinchandi bayyamacha anna oka famous singer avuthaaru,non-hate
HATE_4394,siva anna meeru great chala opikatho interview chesaru haatsaup anna meeru great anchor,non-hate
HATE_4395,cinemalo comedy kante edi picha comedy navvi navvi kadupu noppi vachindi really supper video supper interview elantivi inka cheyandiiiiii all the best,non-hate
HATE_4404,pedavallaku apadha vasthe ventene velli sahayam chese goppa leaders komatireddy brothers dammunna leader rajanna ma balam ma dhairyam ma pranam komatireddy brothers,non-hate
HATE_4410,manava rupamlo vunna devudu mana megastar,non-hate
HATE_4413,enti puri nuvvu entha knowledge gain chestavu,non-hate
HATE_4414,saami kadha kannaa venakaala nuvv cheppina vivarana baagundi,non-hate
HATE_4415,life lo okasri ina kalavli darling ninnu,non-hate
HATE_4416,jungle naa kodaka aa maatallo entha ardham undhandi,hate
HATE_4417,shiva anna nuvvu entha try chesina she didnt loose her confidence and attitude,non-hate
HATE_4419,nenu e stage raavadaniki karanam e stage vesinollaa,non-hate
HATE_4420,dhini chusathey chalu nadhi solla legisipothundhi,hate
HATE_4421,nuv mia khalifa na sarayu pedda figure needhi,hate
HATE_4422,sarayu ni mingalra,hate
HATE_4425,deendi lengthbreadthdepthboops baaguntundisundlu superb,hate
HATE_4426,pelli meeda naku chala dreams respect vundedhi itlanti interviews chusinappudalla pelli chesukokunda vundadame manchidi anipistundhi,non-hate
HATE_4431,very nice bjp ni tarimi dengandhi telangan nundi,hate
HATE_4432,sky kohili valle india semis ki vachindhi,non-hate
HATE_4434,​navuthunava potti noodles chalu ra e janmaki,non-hate
HATE_4443,pillala niyamtrana bharatku yento avasarammail or fimail yevarayinasare adhar aadharamga okka bidda matrame vundali,non-hate
HATE_4444,pellillu chesukoni padimandini kanakoodadujanabha yimka perigite yimti stalalu chalavu,non-hate
HATE_4445,aharapadardhalu chalavuprakruti kooda sahakarimchutaleduyidi sentral gavarnament chetilopani,non-hate
HATE_4446,pavan okkasariavakasamevvandi evvandiannadueste enkomoodupellilluchesukontad,non-hate
HATE_4447,babar azam gadu gobar gudda langa ha lanja meedha rape case vumdhi,hate
HATE_4448,pakistani fans meru erri pukulu ayyaru naku adhi challu,hate
HATE_4449,neevalla eekamukka kuda avvadu pavan babu velli shootings chesukovellu,non-hate
HATE_4450,sri chaitanya jl peddha jaffa galu modda galaku emi radhu malla buildup,hate
HATE_4451,maa jaganu attu kudda pikalarru miru motamu kalise vachinnaaalion is jaganu piges grop is babu pawanu lokesh,non-hate
HATE_4452,desanni janabha bharinumdi raximchamdi mahaprebhoyidimodigarike sadhyapadutumdi,non-hate
HATE_4453,yudi naavinnapamu matrame bhavishyatlo biddalu badhalu padakoodadane vudyesamuto navinnapamutappayite xaminchamani vinnapam,non-hate
HATE_4454,janabhaperegutunaruvupadheudhyogalukaruvevundhe,non-hate
HATE_4455,rajakeyaluhameluneraverakuntevepakchaluakadaprajaluneladheshthar,non-hate
HATE_4458,jagan anna ni gothu ela vuntahi ante notlo pasipoyi modda stuck ayitadhu vuntadhi,hate
HATE_4461,ekanth sindhe gadu lanjala koppa leader,hate
HATE_4462,bjp ki siggu saram lanja paruvu emi ledhu,hate
HATE_4464,shami vadu vadi erri puku fielding,hate
HATE_4465,vadini asla remove cheshi dengali cm nundhi,hate
HATE_4472,jagan ki alane gudda lo rod dimpali public,hate
HATE_4473,clarity lakunda vastha ela na vuntundhi,non-hate
HATE_4474,modi ki muslim galu eppudo pelechi dengutaru,hate
HATE_4476,eknath kicheppu tho dengali,hate
HATE_4482,sicogallu tho jagrthha,hate
HATE_4483,murkulani evaru emi cheyaleru,non-hate
HATE_4484,aadhoka party vadoka nayakuda villoka karyakarthalu,non-hate
HATE_4485,eippudu nuvvu yenta chesina janallaki vellina niku minus,hate
HATE_4486,sanka naaku ra papi ga chn dhi,hate
HATE_4491,ka paul ki pichi pettindhi modda vadu enti leadder,hate
HATE_4492,ekkada stop chesado akkade kottesthadu virat bhai ki telusu othidi ela thattukovalo,non-hate
HATE_4495,king ane vadu okkade untadu vadu ekkadunna kingee,non-hate
HATE_4496,king ekkada unna king ki eppudu nenu fan,non-hate
HATE_4539,venuka nundi baga pettinchukuntundi,hate
HATE_4540,veli metro station lo padeyandi,hate
HATE_4541,veediki inka pani em ledu anukunta bokkalo choreography,hate
HATE_4542,vadu dhenikey fill avadu rooo vadu em cheputhadoo adinikey nuvvu fill avalku,hate
HATE_4543,teeskelli railway station loo padeyandi,hate
HATE_4544,super metro lo job ochesinatte,hate
HATE_4545,sollu puka antha solluu,hate
HATE_4546,sadhuvu rakapothey kanisam mimic cheskuni edho oka railway station lo work cheyyochu,hate
HATE_4547,romance kuda cheyyandi siggu lekunda,hate
HATE_4549,reyy evvarra meeru antha,hate
HATE_4550,rey addamina vallani judges chesi papam shekar master value teesunnaru,hate
HATE_4551,ramu inner peeling night ki gunta tho dengulata ki set ipoyindi,hate
HATE_4552,ramakrishna garu thappa migilina chillara aedhavalni pettaru judje lu ga,hate
HATE_4553,ra nenu pedutha ekkada kavalante akkada,hate
HATE_4554,ra ne aka chaputho dangutha lana na kodaka,hate
HATE_4555,pora pilla puka,hate
HATE_4556,po ra rey po raa edhava sodhi ekkuvaipothundhi insta loo,hate
HATE_4557,pakkana una athanu car driver anukunta anduke face chupincha ledu dini malli lover ani cutting gu,hate
HATE_4559,nuv chance isthe vadu ni mokam midane kottesthade,hate
HATE_4560,nu rgv tho denginchukoo,hate
HATE_4561,ne expressions gudda ni dengaa ne patalu gudda ni denga,hate
HATE_4562,naku cheyadam chaala istam avarikaina,hate
HATE_4563,naa daggara ki raa chirigipoye dhaka chestha,hate
HATE_4564,mundu metro edavaligaa ap ki inko years inaa raadu,hate
HATE_4565,long drive ledu modda ledu normuskoni intlo saavu,hate
HATE_4566,lanjakodukulu speed ga cc bikes nadipe valaki extra insurance kattali,hate
HATE_4567,lanjakodukullara mellaga chusukoni pondi ra lanjakodukullara,hate
HATE_4568,lakshalu lakshalu fees lu dengina,hate
HATE_4569,kutha chimpi paara dengutha ani artem kcpd ante,hate
HATE_4570,kcpd mens kutha chnpi paddengutha,hate
HATE_4571,itlantivi cheppi hostels lo undevallani inka cheda dobbandi,hate
HATE_4572,ippudu ekkadiki poindi ra telugu bhasha mida unna mi abhimanam,hate
HATE_4573,ammai ni pattukoni kavalissindhi konuko ani anta vurukuntunda,hate
HATE_4574,inka aapuuuuuu,hate
HATE_4575,idhi language class aa leda mimicry artist class aa,hate
HATE_4576,good mama tisukeli railway station lo padeyandi,hate
HATE_4577,entha show dengutunnaro telsa nvu vadu chustunna chala over iendi kg skin ledhu body lo endukey neku thonda mokam dhana,hate
HATE_4578,entandi pusukunna antha pedha mata anesav,hate
HATE_4579,english nerpistunatu ledu english ni mimicry cheyadam nerpistunatu undhi,hate
HATE_4580,e vedio chusi nenu chesukovaalsi vastundi inkaa chaalu,hate
HATE_4581,diniki antha bulid up enduku,hate
HATE_4582,bro vere yavaru doraka ledha ee pandi mokamdi dorikindha,hate
HATE_4583,bodudu super,hate
HATE_4585,atleast akkadaina vudyogam vacchindichaala mandiki adi sampadinche scene ledu le bro,hate
HATE_4587,arey evadi ucha tagutav ra eppudu chethila oka modda pattukunoi untav,hate
HATE_4588,ap lo road la ki aa dikku ledh malla metro endhi mawa,hate
HATE_4589,ap lo jagan anna debbaki metro ledhu le bro,hate
HATE_4590,antha fake ey solu galu baga ekuva ayaru,hate
HATE_4591,ante ithanu ne ex annamata,hate
HATE_4592,ammayila paruvu theesindhi,hate
HATE_4593,adi sigrate taguthundhi observe chesara,hate
HATE_4594,adi hukka ra bookaahhh reddy,hate
HATE_4595,adhi flatform kaadhu platform,hate
HATE_4596,adara dengings inka aa roju nyt,hate
HATE_4597,aaku puuku theliyandhi kuda judge aipoindhi,hate
HATE_4598,aaa cheera etthi guddalo pettara be nee mogga ni,hate
HATE_4599,aa teskelli railway station counter lo padeyandi,hate
HATE_4600,aaku puuku theliyandhi kuda judge aipoindhi,hate
HATE_4601,kutha chimpi para dengavu ani ardam,hate
HATE_4602,dhinni evadu ra judge chesindiasalumanchi matale ravu dhiniki,hate
HATE_4604,kutha chinchi pari dengutham,hate
HATE_4605,kutha chilchhii pagaal dhangaav aani ardam,hate
HATE_4606,arupulu ekkuva jadgement thakkuva,hate
HATE_4607,kuthaa chinchi padi dengav raa,hate
HATE_4608,lanja laga show lo vunnadhi ani commen scence kuda ledhu,hate
HATE_4609,eema em peekindhi ra judge la pettaru,hate
HATE_4611,keka pettinchi denginav,hate
HATE_4612,dhanikki kutha gilla mammulaga lehdu ra show na adhi,hate
HATE_4613,villu villa mohaniki judge chillara vedavalu,hate
HATE_4614,chillar dani avadra judge chesindi bosidike,hate
HATE_4615,west mokalu motham judge laa,hate
HATE_4616,kutha simpi para debgav,hate
HATE_4617,dance raani dhanni dance judge ga pettaru,hate
HATE_4618,kutta chinchi para dengutaam,hate
HATE_4619,kutha chimpi pardengutha ninnu varshini,hate
HATE_4620,nethooo annisarlu chesavu ani aduguuuu,hate
HATE_4621,nee matalu thappa em chesedhi lefhu,hate
HATE_4622,arey drama rao apura ne sollu,hate
HATE_4624,arey ni bondha ra chetha na kodaka,hate
HATE_4626,mee mother kuda inkokariki aunty a raa chetta dikkumalina pata,hate
HATE_4627,correct army green ani buildup ichi amoled green vesukunnaru,hate
HATE_4628,evadu vachina game aadedhi cash kosamey erripappalu iyyedhi manamey,hate
HATE_4629,evaru erripapalu avutaru lo choodam lee,hate
HATE_4630,kallu kakulu ethukoni poayayijaganbros,hate
HATE_4631,yarri puvvu aeeyadu ga nani… nani anna yaeee,hate
HATE_4632,sontha peru meda registration chey leka piyadu,hate
HATE_4633,re charge ayepothe ela ra google open avrhundu,hate
HATE_4634,arey ho sullaiga net ldhu kdha etla open ithdhi rah pukaa,hate
HATE_4635,net i pothe google lo ela search chestav ra bevakoof,hate
HATE_4636,recharge aipothey data ela vastadhi ra erri puka,hate
HATE_4637,arey badcaw recharge iypothe data ala osthundhr rah,hate
HATE_4638,orey search cheyalante balance undali kad ara,hate
HATE_4639,rey verri pushpam recharge khaali ayyaka browser yela work avuthundira,hate
HATE_4640,net balance lekunda google ala cheyali ra lukka,hate
HATE_4641,ne bathukula sulli net nenu dengina vadu esthada recharge aipothe,hate
HATE_4642,veelu chesadi gymnastics malla vale dhani dance anukuntaru,hate
HATE_4643,arey sully chikku ra andharridhi interest life untadhi pichi lanja,hate
HATE_4645,bidda evaroo erripuka la unnadu,hate
HATE_4646,frist vaani bayattaku dhegemanu,hate
HATE_4647,veedu veeni peekudu matalu vinni intarvu moddagallu,hate
HATE_4649,chaduvukuntunna pillalni cheda dengey la unnadu vedu bsdk,hate
HATE_4650,prathi lucha gaadu na istam ani cheppi opinion cheppatame,hate
HATE_4651,nuvvo moddaganivi andhuke aapesnav,hate
HATE_4652,valaki kadhu mundhu alantolani interview chestuna villaki pagalali,hate
